# Center of Gravity locations for each link with respect to local coordinate system
# units are SI
# Note: The branch transform starts at 1 (not 0)
# '#' indicates a comment
# Branch Transform, mass, cg.X, cg.Y, cg.Z, Ixx, Iyy, Izz, Ixy, Ixz, Iyz using sign convention Ixy = integral of -xy dm
# Global										
1	0.00000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.0
2	0.00000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.0
3	0.00000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.0
4	0.00000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.0
5	0.00000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.0
# Spine										
1	9.47424	-0.067217	0.000000	0.000000	0.072791	0.106180	0.080760	0.0	0.0	0.0
# R_Arm										
1	0.00000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.0
2	1.86816	-0.150546	0.000000	0.000000	0.001323	0.055881	0.055881	0.0	0.0	0.0
3	1.46784	-0.130463	0.000000	0.000000	0.000668	0.024645	0.024645	0.0	0.0	0.0
4	0.40032	-0.039494	0.000000	0.000000	0.000144	0.000769	0.000769	0.0	0.0	0.0
# L_Arm										
1	0.00000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.0
2	1.86816	-0.150546	0.000000	0.000000	0.001323	0.055881	0.055881	0.0	0.0	0.0
3	1.46784	-0.130463	0.000000	0.000000	0.000668	0.024645	0.024645	0.0	0.0	0.0
4	0.40032	-0.039494	0.000000	0.000000	0.000144	0.000769	0.000769	0.0	0.0	0.00
# Neck										
1	23.68560	-0.347606	0.000000	0.000000	0.177510	3.464270	3.405188	0.0	0.0	0.0
2	5.40432	0.000000	0.000000	0.000000	0.017510	0.056279	0.056279	0.0	0.0	0.0
# R_Leg										
1	0.00000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.0
2	6.67200	-0.223645	0.000000	0.000000	0.030063	0.421532	0.421532	0.0	0.0	0.0
3	3.10248	-0.238224	0.000000	0.000000	0.004395	0.217724	0.217724	0.0	0.0	0.0
4	0.96744	-0.078040	0.000000	0.000000	0.000823	0.008116	0.008116	0.0	0.0	0.0
5	0.00000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.0
# L_Leg										
1	0.00000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.0
2	6.67200	-0.223645	0.000000	0.000000	0.030063	0.421532	0.421532	0.0	0.0	0.0
3	3.10248	-0.238224	0.000000	0.000000	0.004395	0.217724	0.217724	0.0	0.0	0.0
4	0.96744	-0.078040	0.000000	0.000000	0.000823	0.008116	0.008116	0.0	0.0	0.0
5	0.00000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.0
